CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
90183,Existing Customer,68,M,1,Graduate,Married,,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.11900000000000001,0.00017969,0.99982
90184,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.5710000000000001,0.0,0.00016236,0.99984
90185,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.2309999999999999,0.64,0.00012274,0.9998799999999999
90186,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.43200000000000005,0.0001747,0.9998299999999999
90187,Existing Customer,42,F,5,,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,2038.0,0.7859999999999999,1238,28,0.75,0.0,0.00034328,0.99966
90188,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1.3730000000000002,1716,29,0.812,0.0,9.444700000000001e-05,0.9999100000000001
90189,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.5539999999999999,1099,27,0.8,0.066,0.00012583,0.99987
90190,Existing Customer,44,F,2,Uneducated,Married,,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.4290000000000003,0.0,0.00016711,0.9998299999999999
90191,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,0.00011377,0.99989
90192,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1.0090000000000001,1651,28,1.0,0.359,5.7261000000000006e-05,0.9999399999999999
90193,Existing Customer,59,F,1,College,Single,,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.8240000000000001,0.309,0.00027607,0.99972
90194,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.10099999999999999,0.00010985,0.99989
90195,Existing Customer,47,F,4,,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607,0.00038948,0.99961
90196,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.3330000000000002,0.512,0.00020643,0.99979
90197,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.8059999999999999,5.8763e-05,0.9999399999999999
90198,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.46299999999999997,2.1676e-05,0.99998
90199,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77,0.0003262,0.9996700000000001
90200,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,0.6579999999999999,597,17,0.7,0.076,0.9968100000000001,0.00319072
90201,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.7759999999999999,2184,53,0.828,0.0,0.00011482,0.99989
90202,Existing Customer,45,F,4,Uneducated,Divorced,,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.4669999999999999,0.10800000000000001,0.0003262,0.9996700000000001
90203,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.5670000000000001,1388,28,0.75,0.133,0.00027604,0.99972
90204,Attrited Customer,53,M,2,,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,0.98692,0.013080000000000001
90205,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037000000000000005,8.1371e-05,0.99992
90206,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,5.5558999999999994e-05,0.9999399999999999
90207,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.7909999999999999,1105,28,0.867,0.171,0.00011751,0.9998799999999999
90208,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,5.8763e-05,0.9999399999999999
90209,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.8370000000000001,0.00016883,0.9998299999999999
90210,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055,6.1645e-05,0.9999399999999999
90211,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,0.00018475,0.99982
90212,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,7.057600000000001e-05,0.9999299999999999
90213,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19,0.00019864,0.9998
90214,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.6920000000000001,6.4038e-05,0.9999399999999999
90215,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503,0.00010684,0.99989
90216,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.9490000000000001,1460,50,1.083,0.059000000000000004,5.7151e-05,0.9999399999999999
90217,Existing Customer,49,F,3,Uneducated,Single,,Blue,38,6,2,1,12860.0,0,12860.0,0.6459999999999999,1348,27,0.28600000000000003,0.0,7.3235e-05,0.9999299999999999
90218,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.07400000000000001,2.4806e-05,0.99998
90219,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.5710000000000001,0.513,7.7286e-05,0.99992
90220,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,5.3541999999999997e-05,0.99995
90221,Existing Customer,41,F,2,Post-Graduate,Married,,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,0.000109,0.99989
90222,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,0.00010182,0.9999
90223,Existing Customer,43,M,4,Graduate,,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0,4.4033000000000003e-05,0.9999600000000001
90224,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.8959999999999999,1771,37,0.762,0.251,0.00019864,0.9998
90225,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,9.9638e-05,0.9999
90226,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.46299999999999997,4.0349e-05,0.9999600000000001
90227,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.8190000000000001,1002,22,0.5710000000000001,0.133,5.5558999999999994e-05,0.9999399999999999
90228,Existing Customer,41,M,0,High School,,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.8290000000000001,1344,21,1.1,0.11,0.0001597,0.99984
90229,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,0.00011574,0.9998799999999999
90230,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,0.9933799999999999,0.00662
90231,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,5.0261000000000005e-05,0.99995
90232,Existing Customer,48,M,4,,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.8690000000000001,1777,42,0.75,0.16399999999999998,7.6492e-05,0.99992
90233,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.17600000000000002,0.00034882,0.99965
90234,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.5090000000000001,1483,41,0.519,0.133,0.00034086,0.99966
90235,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049,6.5045e-05,0.9999299999999999
90236,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,0.00010284,0.9999
90237,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,9.384399999999999e-05,0.9999100000000001
90238,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.7070000000000001,886,27,0.42100000000000004,0.0,0.9972700000000001,0.00272694
90239,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,0.9972,0.00280059
90240,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.2590000000000001,1450,37,0.9470000000000001,0.679,5.1696999999999996e-05,0.99995
90241,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.7140000000000001,0.098,6.4511e-05,0.9999399999999999
90242,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.6940000000000001,5.3541999999999997e-05,0.99995
90243,Existing Customer,59,M,0,,,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,0.00016316,0.99984
90244,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.8690000000000001,1523,40,1.105,0.19899999999999998,0.0003139,0.99969
90245,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,0.00011482,0.99989
90246,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.9079999999999999,1080,21,1.3330000000000002,0.13,0.00018339,0.99982
90247,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.7140000000000001,0.76,0.00018612,0.9998100000000001
90248,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.20199999999999999,4.4033000000000003e-05,0.9999600000000001
90249,Existing Customer,44,M,4,,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,6.3492e-05,0.9999399999999999
90250,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035,5.5558999999999994e-05,0.9999399999999999
90251,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.3680000000000003,1546,25,1.273,0.165,8.9305e-05,0.9999100000000001
90252,Existing Customer,50,M,2,,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,0.00010183,0.9999
90253,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,1.9607e-05,0.99998
90254,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.7140000000000001,0.598,6.9589e-05,0.9999299999999999
90255,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.5379999999999999,0.539,0.00019864,0.9998
90256,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.8590000000000001,1117,29,1.071,0.47200000000000003,0.00011382,0.99989
90257,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,6.4505e-05,0.9999399999999999
90258,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,5.5564e-05,0.9999399999999999
90259,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.35700000000000004,0.16,0.00020195,0.9998
90260,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.40700000000000003,0.42,9.2637e-05,0.9999100000000001
90261,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,0.00030251,0.9997
90262,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.7140000000000001,0.713,0.9971700000000001,0.00282527
90263,Existing Customer,57,M,2,,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.7269999999999999,1516,21,2.0,0.092,7.293600000000001e-05,0.9999299999999999
90264,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,0.00011751,0.9998799999999999
90265,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.9209999999999999,1767,50,0.9229999999999999,0.092,0.00013897,0.9998600000000001
90266,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.9229999999999999,0.6659999999999999,0.00027607,0.99972
90267,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,0.00017488,0.9998299999999999
90268,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,0.99659,0.00341249
90269,Existing Customer,44,M,3,Graduate,,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,0.0003139,0.99969
90270,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.5379999999999999,1506,33,0.941,0.11,0.00031104,0.99969
90271,Existing Customer,44,M,4,,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,6.3492e-05,0.9999399999999999
90272,Attrited Customer,53,F,2,,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,0.997,0.00299743
90273,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,0.00011065,0.99989
90274,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.7340000000000001,815,21,0.615,0.0,0.99482,0.00518
90275,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,0.9943200000000001,0.005679999999999999
90276,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.9390000000000001,1377,49,0.69,0.65,0.00019143,0.9998100000000001
90277,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,0.00012144,0.9998799999999999
90278,Existing Customer,46,F,3,Doctorate,Single,,Blue,36,6,3,2,2189.0,1666,523.0,0.34299999999999997,1287,36,0.636,0.7609999999999999,0.00027008,0.9997299999999999
90279,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0,0.99677,0.00323086
90280,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.9229999999999999,0.07200000000000001,5.7151e-05,0.9999399999999999
90281,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.16699999999999998,0.327,7.9702e-05,0.99992
90282,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.45899999999999996,6.724899999999999e-05,0.9999299999999999
90283,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.3630000000000002,1765,34,1.615,0.252,0.00015005,0.99985
90284,Existing Customer,56,M,3,,,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.5379999999999999,1192,27,0.588,0.244,0.00058851,0.99941
90285,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.29100000000000004,0.9967299999999999,0.00326713
90286,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,0.0001597,0.99984
90287,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,0.9690000000000001,1737,26,1.6,0.489,0.00029408,0.99971
90288,Existing Customer,43,M,4,,Single,$60K - $80K,Blue,36,4,1,0,22322.0,953,21369.0,0.769,1348,34,1.125,0.043,2.342e-05,0.99998
90289,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.48200000000000004,0.00010985,0.99989
90290,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,6.8225e-05,0.9999299999999999
90291,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.19699999999999998,0.00016883,0.9998299999999999
90292,Existing Customer,36,M,2,College,,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.8540000000000001,1283,39,1.294,0.048,0.00018612,0.9998100000000001
90293,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,0.9925,0.0075
90294,Existing Customer,43,M,4,,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,0.00020735,0.99979
90295,Existing Customer,46,F,1,,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,0.00018558,0.9998100000000001
90296,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.7070000000000001,1258,23,1.3,0.152,9.5249e-05,0.9999
90297,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.5379999999999999,0.317,0.00011382,0.99989
90298,Existing Customer,51,F,3,,,Less than $40K,Blue,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,0.00012982,0.99987
90299,Existing Customer,43,F,4,Graduate,Divorced,,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,0.00018864,0.9998100000000001
90300,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,0.99605,0.00394582
90301,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.9229999999999999,1119,18,3.5,0.626,0.00031231,0.99969
90302,Existing Customer,48,M,3,,Single,$40K - $60K,Blue,43,6,1,3,5279.0,1115,4164.0,0.5489999999999999,1642,41,0.519,0.21100000000000002,0.00010566,0.99989
90303,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,6.8225e-05,0.9999299999999999
90304,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601.0,0,2601.0,0.8140000000000001,1232,32,0.684,0.0,0.00010043,0.9999
90305,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,6.9589e-05,0.9999299999999999
90306,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,0.00030516,0.99969
90307,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410.0,1769,641.0,0.759,1217,30,1.143,0.7340000000000001,0.00012274,0.9998799999999999
90308,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,0.9821700000000001,0.017830000000000002
90309,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260.0,1007,1253.0,0.84,1614,33,0.737,0.446,4.5275e-05,0.99995
90310,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,1.3019999999999998,1747,31,1.214,0.14,0.00012274,0.9998799999999999
90311,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,3106.0,0.5870000000000001,1144,22,1.0,0.262,9.444700000000001e-05,0.9999100000000001
90312,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,0.00015255,0.99985
90313,Existing Customer,41,M,4,High School,,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.8590000000000001,1463,24,1.6669999999999998,0.094,6.765e-05,0.9999299999999999
90314,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,1.4340000000000002,1706,21,1.625,0.308,0.00018475,0.99982
90315,Attrited Customer,54,F,2,High School,Married,,Blue,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,0.99061,0.00939
90316,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68,4.7263000000000005e-05,0.99995
90317,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.7829999999999999,0.23800000000000002,1.7925e-05,0.99998
90318,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.7859999999999999,0.0,0.99661,0.00338788
90319,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342.0,2517,825.0,0.7709999999999999,1139,30,0.765,0.753,0.00018864,0.9998100000000001
90320,Attrited Customer,54,F,4,Graduate,Married,,Blue,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,0.99169,0.00831
90321,Existing Customer,54,F,3,Doctorate,Married,,Blue,46,2,2,3,1900.0,1376,524.0,0.89,1881,45,0.607,0.7240000000000001,0.00028744,0.99971
90322,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.11699999999999999,0.00018665,0.9998100000000001
90323,Existing Customer,50,F,4,Doctorate,Single,,Blue,36,2,3,2,2521.0,1608,913.0,0.5870000000000001,1328,33,0.5710000000000001,0.638,0.00027297,0.9997299999999999
90324,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.1179999999999999,0.102,0.00052896,0.9994700000000001
90325,Existing Customer,48,M,2,Graduate,,$40K - $60K,Blue,36,5,1,2,13068.0,1718,11350.0,0.607,937,28,0.556,0.131,5.5077e-05,0.9999399999999999
90326,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078,6.4511e-05,0.9999399999999999
90327,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281.0,837,2444.0,1.859,1424,29,1.4169999999999998,0.255,7.727899999999999e-05,0.99992
